ID,월,일,측정 시간대,섭씨 온도(°⁣C),절대 온도(K),이슬점 온도(°C),상대 습도 (%),대기압(mbar),포화 증기압(mbar),실제 증기압(mbar),증기압 부족량(mbar),수증기 함량 (g/kg),공기 밀도 (g/m**3),풍향 (deg),풍속 (m/s)
TRAIN_22767,1,4,저녁,-0.81,274.92,-1.92,92.1,967.77,5.76,5.3,0.45,3.42,1235.28,17.99,0.61
TRAIN_22768,3,25,새벽,5.29,279.51,2.08,79.7,986.88,8.91,7.1,1.81,4.49,1231.29,182.1,0.4
TRAIN_22769,2,25,저녁,0.13,274.37,-2.72,81.1,986.24,6.16,5.0,1.16,3.16,1254.77,251.6,1.43
TRAIN_22770,12,12,저녁,3.9,277.02,3.35,96.2,1000.54,8.08,7.77,0.31,4.85,1254.32,223.2,0.49
TRAIN_22771,5,26,새벽,12.8,286.8,10.69,87.0,989.81,14.8,12.88,1.92,8.13,1199.87,37.48,0.6
TRAIN_22772,3,20,새벽,3.45,277.26,0.18,79.1,991.75,7.83,6.19,1.64,3.89,1246.07,249.8,1.15
TRAIN_22773,12,21,저녁,-1.43,271.5,-3.47,85.9,1003.01,5.5,4.72,0.78,2.94,1283.56,185.2,1.91
TRAIN_22774,8,28,저녁,22.54,296.76,15.14,62.98,987.57,27.37,17.23,10.13,10.93,1155.77,271.2,2.9
TRAIN_22775,5,14,저녁,6.16,280.48,0.95,69.15,985.6,9.46,6.54,2.92,4.14,1226.14,263.1,2.44
TRAIN_22776,10,4,저녁,9.41,282.06,4.29,70.3,1006.32,11.82,8.31,3.51,5.15,1236.75,19.63,3.16
TRAIN_22777,3,20,오후,5.4,279.36,0.8,72.1,990.1,8.98,6.47,2.5,4.08,1235.12,260.4,2.25
TRAIN_22778,11,13,새벽,-0.63,272.57,-4.31,76.0,999.57,5.83,4.43,1.4,2.76,1275.53,160.5,2.12
TRAIN_22779,3,9,저녁,0.6,274.99,-2.98,76.8,984.49,6.38,4.9,1.48,3.1,1250.41,294.0,0.49
TRAIN_22780,12,8,오전,1.04,273.92,-1.14,85.3,1003.52,6.58,5.62,0.97,3.49,1272.26,222.3,1.88
TRAIN_22781,6,23,새벽,16.43,289.82,15.36,93.4,997.25,18.72,17.48,1.24,10.98,1191.69,78.1,0.2
TRAIN_22782,10,21,오후,6.18,280.38,4.52,89.1,987.06,9.47,8.44,1.03,5.34,1226.98,213.8,0.91
TRAIN_22783,7,4,새벽,9.92,283.42,8.91,93.4,995.87,12.23,11.42,0.81,7.16,1220.21,182.9,1.11
TRAIN_22784,12,18,저녁,3.58,276.38,2.45,92.3,1004.49,7.9,7.29,0.61,4.53,1260.98,76.2,0.59
TRAIN_22785,7,27,오전,17.97,291.92,16.99,94.0,990.59,20.63,19.4,1.24,12.27,1176.55,181.7,1.55
TRAIN_22786,8,31,오전,21.79,295.31,7.89,40.76,995.8,26.14,10.66,15.49,6.68,1171.36,80.9,2.46
TRAIN_22787,11,29,오후,1.21,273.81,-4.14,67.37,1007.18,6.67,4.49,2.18,2.78,1276.64,210.3,1.1
TRAIN_22788,5,14,새벽,12.93,288.04,3.51,52.63,976.58,14.93,7.86,7.07,5.02,1185.53,356.3,0.73
TRAIN_22789,6,4,새벽,15.2,289.56,14.52,95.7,985.56,17.3,16.56,0.74,10.52,1183.07,338.8,1.43
TRAIN_22790,11,26,새벽,0.23,273.8,-0.1,97.6,994.77,6.21,6.06,0.15,3.8,1264.63,205.9,2.26
TRAIN_22791,6,16,오전,13.87,288.86,10.33,79.2,978.07,15.87,12.57,3.3,8.03,1181.29,174.8,1.56
TRAIN_22792,10,22,새벽,4.86,279.14,3.83,93.0,986.06,8.64,8.04,0.6,5.09,1231.74,188.8,0.93
TRAIN_22793,3,22,오후,6.44,280.79,1.44,70.3,985.28,9.65,6.78,2.86,4.29,1224.4,263.3,2.02
TRAIN_22794,9,16,오후,21.14,295.52,14.48,65.71,985.68,25.12,16.51,8.62,10.48,1159.35,296.7,1.11
TRAIN_22795,7,20,저녁,24.83,299.03,13.64,49.79,987.9,31.41,15.64,15.77,9.91,1147.98,226.5,0.66
TRAIN_22796,4,7,새벽,11.57,286.3,3.6,57.94,980.96,13.65,7.91,5.74,5.03,1196.52,187.7,1.87
TRAIN_22797,11,2,저녁,4.64,278.57,3.52,92.4,990.35,8.51,7.86,0.65,4.95,1238.17,350.8,1.2
TRAIN_22798,8,16,오후,20.72,294.65,8.0,43.86,990.85,24.48,10.74,13.75,6.77,1169.73,48.44,2.24
TRAIN_22799,10,19,오전,7.55,281.62,5.78,88.5,988.78,10.41,9.22,1.2,5.82,1222.75,296.2,0.59
TRAIN_22800,9,7,저녁,21.06,294.93,15.47,70.4,991.64,25.0,17.6,7.4,11.11,1166.24,34.24,0.62
TRAIN_22801,2,7,오후,9.6,284.61,2.72,62.08,977.49,11.97,7.43,4.54,4.74,1200.81,229.4,3.45
TRAIN_22802,5,23,저녁,12.18,286.76,11.12,93.2,982.76,14.21,13.25,0.97,8.43,1193.7,248.2,4.2
TRAIN_22803,6,21,오후,22.49,296.13,12.3,52.49,994.33,27.28,14.32,12.96,9.01,1165.23,211.4,3.63
TRAIN_22804,12,1,저녁,5.6,279.47,2.59,80.9,991.22,9.1,7.37,1.74,4.63,1235.21,250.4,2.36
TRAIN_22805,3,14,오전,0.82,273.36,-2.36,79.2,1007.89,6.48,5.13,1.35,3.17,1279.07,55.52,2.05
TRAIN_22806,2,29,새벽,0.98,274.77,-1.98,80.5,992.02,6.56,5.28,1.28,3.32,1258.05,21.73,4.02
TRAIN_22807,5,5,저녁,13.44,286.97,7.69,68.12,995.5,15.44,10.51,4.92,6.6,1205.2,183.3,2.18
TRAIN_22808,10,3,저녁,10.38,283.6,9.04,91.4,999.3,12.61,11.53,1.08,7.21,1222.39,245.4,2.67
TRAIN_22809,8,25,오후,31.16,304.97,9.23,25.71,992.62,45.4,11.67,33.73,7.35,1131.22,112.1,3.14
TRAIN_22810,2,14,새벽,2.94,279.39,1.08,87.5,959.4,7.55,6.6,0.94,4.29,1207.34,209.8,1.85
TRAIN_22811,3,7,오후,4.05,278.99,-0.3,73.2,977.93,8.17,5.98,2.19,3.81,1226.09,243.3,1.81
TRAIN_22812,4,26,새벽,3.67,279.03,1.38,84.9,972.71,7.95,6.75,1.2,4.33,1220.85,184.5,1.47
TRAIN_22813,6,28,오전,14.89,288.7,12.57,86.0,992.1,16.96,14.58,2.37,9.19,1193.15,230.0,0.94
TRAIN_22814,3,23,새벽,4.36,278.81,2.23,86.0,983.84,8.34,7.18,1.17,4.55,1231.59,191.5,0.33
TRAIN_22815,7,23,저녁,18.62,292.44,17.26,91.8,992.09,21.49,19.73,1.76,12.46,1175.56,17.73,0.3
TRAIN_22816,7,7,오전,15.09,288.6,9.24,67.98,995.78,17.18,11.68,5.5,7.33,1198.11,109.3,0.94
TRAIN_22817,6,5,오전,18.45,292.44,17.57,94.6,990.15,21.26,20.12,1.15,12.73,1173.76,64.95,1.3
TRAIN_22818,1,11,오전,2.98,278.8,2.27,95.1,967.01,7.57,7.2,0.37,4.64,1216.51,210.0,0.66
TRAIN_22819,2,11,저녁,1.4,276.26,-1.37,81.7,978.68,6.76,5.52,1.24,3.52,1239.1,228.5,2.36
TRAIN_22820,11,2,저녁,5.5,279.48,3.65,87.8,989.83,9.04,7.94,1.1,5.0,1233.66,5.28,0.88
TRAIN_22821,1,15,오전,1.4,276.32,-0.82,85.1,977.85,6.76,5.75,1.01,3.67,1237.95,155.7,1.71
TRAIN_22822,8,22,저녁,18.93,292.01,12.62,66.77,1001.01,21.91,14.63,7.28,9.14,1187.26,228.1,0.53
TRAIN_22823,5,6,오전,10.63,284.27,6.51,75.6,994.14,12.82,9.69,3.13,6.09,1215.83,67.32,0.33
TRAIN_22824,10,1,새벽,9.86,284.1,9.67,98.7,986.75,12.18,12.02,0.16,7.61,1208.97,215.2,1.04
TRAIN_22825,4,7,저녁,7.91,282.28,-0.89,53.61,985.08,10.67,5.72,4.95,3.62,1218.24,254.0,2.37
TRAIN_22826,3,24,저녁,6.59,280.78,-1.51,56.06,987.22,9.75,5.47,4.28,3.45,1226.76,241.2,2.38
TRAIN_22827,6,21,새벽,14.52,288.44,11.71,83.2,990.81,16.56,13.78,2.78,8.69,1193.5,206.8,4.26
TRAIN_22828,3,17,저녁,8.76,282.12,0.9,57.65,997.56,11.31,6.52,4.79,4.07,1229.61,348.5,1.76
TRAIN_22829,12,10,오후,11.79,285.3,3.63,57.25,995.76,13.85,7.93,5.92,4.97,1213.68,213.5,1.63
TRAIN_22830,4,25,오전,3.53,277.97,-2.48,64.65,983.97,7.87,5.09,2.78,3.22,1236.43,261.5,2.41
TRAIN_22831,2,28,새벽,-4.37,269.77,-5.44,92.2,987.27,4.41,4.07,0.34,2.57,1277.56,6.22,0.26
TRAIN_22832,3,14,오전,-0.81,271.72,-2.64,87.3,1008.18,5.76,5.03,0.73,3.11,1287.11,39.76,1.71
TRAIN_22833,11,30,새벽,-6.68,266.04,-8.08,89.7,1005.74,3.7,3.32,0.38,2.05,1313.15,144.9,0.8
TRAIN_22834,12,23,새벽,0.55,273.31,-0.14,95.1,1005.2,6.36,6.05,0.31,3.75,1276.42,176.5,1.05
TRAIN_22835,2,2,오전,11.26,285.44,6.19,70.9,987.6,13.37,9.48,3.89,5.99,1205.23,209.6,6.46
TRAIN_22836,7,11,새벽,19.63,294.26,15.55,77.3,982.68,22.89,17.69,5.2,11.28,1161.23,138.3,0.86
TRAIN_22837,3,17,오후,11.39,284.67,0.77,47.88,998.58,13.49,6.46,7.03,4.03,1219.52,112.0,1.28
TRAIN_22838,1,29,새벽,-0.14,273.1,-1.56,90.1,999.07,6.05,5.45,0.6,3.4,1272.12,188.7,1.53
TRAIN_22839,2,19,새벽,-1.35,272.58,-2.65,90.8,990.1,5.53,5.02,0.51,3.16,1266.52,211.4,0.87
TRAIN_22840,7,15,오후,15.25,288.63,9.48,68.38,997.36,17.36,11.87,5.49,7.43,1199.26,257.4,2.68
TRAIN_22841,5,25,저녁,13.73,287.8,10.75,82.2,988.93,15.73,12.93,2.8,8.17,1194.89,329.8,0.48
TRAIN_22842,6,8,저녁,21.77,295.86,13.56,59.58,989.03,26.11,15.56,10.55,9.84,1161.26,259.7,1.02
TRAIN_22843,3,17,저녁,2.83,276.22,-0.11,80.9,997.1,7.49,6.06,1.43,3.79,1255.66,230.8,0.85
TRAIN_22844,7,11,저녁,25.49,300.08,12.53,44.51,983.46,32.67,14.54,18.13,9.25,1140.75,261.2,1.82
TRAIN_22845,3,3,저녁,3.53,278.57,-2.82,63.0,976.63,7.87,4.96,2.91,3.16,1227.25,235.9,1.84
TRAIN_22846,11,11,저녁,0.24,273.58,-1.46,88.3,997.61,6.21,5.49,0.73,3.43,1268.51,29.18,4.14
TRAIN_22847,5,8,새벽,14.69,288.75,4.94,51.94,989.14,16.74,8.69,8.05,5.49,1193.09,222.6,1.37
TRAIN_22848,9,28,저녁,17.52,290.88,10.87,64.97,997.6,20.06,13.03,7.03,8.16,1189.66,199.2,2.32
TRAIN_22849,1,31,새벽,1.03,275.45,-1.77,81.5,984.09,6.58,5.36,1.22,3.4,1247.73,211.8,2.99
TRAIN_22850,5,12,새벽,13.3,288.42,7.86,69.54,976.45,15.3,10.64,4.66,6.8,1182.56,24.5,3.36
TRAIN_22851,1,7,오후,2.05,277.54,-0.79,81.4,970.94,7.08,5.76,1.32,3.7,1226.27,21.55,0.44
TRAIN_22852,12,2,오전,4.29,278.06,-0.08,73.1,992.35,8.31,6.07,2.23,3.81,1243.08,21.32,1.32
TRAIN_22853,4,21,오후,16.68,290.34,1.64,36.16,994.02,19.02,6.88,12.14,4.31,1191.6,31.34,2.16
TRAIN_22854,12,22,오후,2.76,275.74,-1.14,75.4,1002.2,7.45,5.62,1.83,3.49,1262.65,185.4,2.62
TRAIN_22855,9,9,새벽,16.01,290.1,14.39,90.1,988.86,18.22,16.42,1.8,10.39,1183.79,66.12,0.38
TRAIN_22856,8,7,오후,26.48,299.88,11.16,38.35,997.16,34.63,13.28,21.35,8.33,1153.45,206.4,3.2
TRAIN_22857,5,22,오전,21.51,295.96,9.86,47.4,984.8,25.7,12.18,13.52,7.73,1158.79,154.6,3.5
TRAIN_22858,12,10,저녁,5.38,279.08,2.62,82.3,993.23,8.96,7.38,1.59,4.63,1238.72,148.9,0.91
TRAIN_22859,7,29,오후,20.71,295.0,14.31,66.77,986.66,24.47,16.34,8.13,10.36,1162.29,265.1,2.68
TRAIN_22860,3,18,오전,4.36,278.11,0.26,74.6,992.56,8.35,6.23,2.12,3.91,1242.97,149.9,1.45
TRAIN_22861,12,10,새벽,5.99,279.23,4.03,87.2,998.95,9.35,8.15,1.2,5.09,1242.78,186.4,1.08
TRAIN_22862,6,12,저녁,14.49,289.33,13.6,94.4,979.8,16.53,15.6,0.93,9.96,1179.45,10.96,2.38
TRAIN_22863,9,22,오후,18.47,292.04,10.41,59.34,995.1,21.29,12.63,8.66,7.94,1182.97,74.6,0.78
TRAIN_22864,2,6,새벽,5.79,279.54,3.56,85.5,992.64,9.22,7.89,1.34,4.96,1235.9,176.0,2.17
TRAIN_22865,11,1,저녁,10.26,284.33,5.27,71.1,988.87,12.51,8.89,3.62,5.61,1211.32,119.0,0.61
TRAIN_22866,9,17,새벽,14.87,289.26,13.87,93.7,985.24,16.94,15.87,1.07,10.08,1184.35,248.0,2.06
TRAIN_22867,4,10,오전,12.08,286.3,2.53,51.94,987.1,14.12,7.33,6.79,4.63,1202.15,129.7,3.44
TRAIN_22868,2,10,새벽,2.98,278.89,-1.33,73.2,965.86,7.57,5.54,2.03,3.58,1215.84,178.6,2.98
TRAIN_22869,10,11,오전,5.55,279.24,4.85,95.2,993.43,9.07,8.64,0.44,5.42,1237.62,305.7,1.34
TRAIN_22870,2,10,저녁,3.53,279.01,-0.07,77.2,971.19,7.87,6.08,1.79,3.9,1219.87,210.7,2.47
TRAIN_22871,2,26,오후,2.43,276.59,-3.46,64.98,987.44,7.28,4.73,2.55,2.98,1245.93,190.9,1.13
TRAIN_22872,8,20,저녁,17.15,291.22,14.11,82.3,989.1,19.59,16.12,3.47,10.2,1179.57,221.4,0.66
TRAIN_22873,3,26,저녁,5.64,279.68,2.84,82.1,989.01,9.13,7.49,1.63,4.73,1232.23,191.4,1.29
TRAIN_22874,6,22,저녁,19.65,293.03,16.61,82.6,997.43,22.92,18.93,3.99,11.89,1178.14,26.33,0.19
TRAIN_22875,11,5,오전,7.62,282.74,4.61,81.2,975.95,10.46,8.5,1.97,5.43,1206.87,197.3,2.27
TRAIN_22876,10,17,새벽,6.18,279.58,5.97,98.6,996.97,9.47,9.34,0.13,5.85,1238.92,123.0,0.21
TRAIN_22877,5,10,저녁,16.7,291.18,8.69,59.1,984.28,19.04,11.25,7.79,7.14,1177.82,198.8,1.79
TRAIN_22878,10,19,새벽,8.73,282.8,7.41,91.4,988.84,11.28,10.31,0.97,6.51,1217.19,308.3,0.58
TRAIN_22879,8,4,오후,22.14,296.52,17.18,73.5,985.73,26.71,19.63,7.08,12.48,1154.09,69.47,1.39
TRAIN_22880,10,22,새벽,4.79,279.08,4.01,94.7,985.81,8.6,8.14,0.46,5.15,1231.7,194.8,1.51
TRAIN_22881,8,3,오후,19.7,294.0,17.31,86.1,986.46,22.99,19.79,3.2,12.58,1164.5,202.8,3.5
TRAIN_22882,6,29,새벽,15.09,289.43,14.46,96.0,985.8,17.18,16.49,0.69,10.47,1183.84,185.4,1.58
TRAIN_22883,6,3,오후,16.86,291.34,15.35,90.8,984.29,19.24,17.47,1.77,11.11,1174.36,33.41,3.23
TRAIN_22884,2,9,저녁,8.44,285.03,5.75,83.1,958.58,11.06,9.19,1.87,5.99,1181.54,185.0,6.16
TRAIN_22885,2,8,오후,9.82,285.38,2.74,61.27,970.95,12.15,7.44,4.7,4.78,1191.82,203.8,8.41
TRAIN_22886,1,12,새벽,4.26,280.3,2.25,86.7,964.53,8.29,7.19,1.1,4.65,1207.75,209.2,1.96
TRAIN_22887,1,26,새벽,5.54,278.82,3.61,87.3,998.52,9.07,7.91,1.15,4.94,1244.35,218.8,1.24
TRAIN_22888,3,4,오후,6.14,281.28,-1.98,55.85,975.59,9.45,5.28,4.17,3.37,1214.32,165.5,5.73
TRAIN_22889,12,13,새벽,2.99,276.13,2.63,97.5,1000.27,7.57,7.38,0.19,4.6,1258.32,177.7,1.12
TRAIN_22890,9,3,새벽,15.09,288.93,11.42,78.7,991.81,17.18,13.52,3.66,8.52,1192.46,152.3,1.71
TRAIN_22891,4,27,새벽,2.87,278.02,-1.91,70.7,975.08,7.51,5.31,2.2,3.39,1228.08,203.5,5.18
TRAIN_22892,5,5,새벽,7.33,280.39,4.56,82.5,1001.28,10.26,8.46,1.8,5.27,1239.59,235.0,0.51
TRAIN_22893,12,31,오후,2.87,275.82,-4.24,59.35,1002.63,7.51,4.46,3.05,2.77,1263.23,333.3,0.31
TRAIN_22894,8,3,저녁,18.82,293.11,17.11,89.8,986.56,21.76,19.54,2.22,12.41,1168.25,294.7,0.68
TRAIN_22895,12,3,오후,3.21,276.44,-1.61,70.5,999.07,7.69,5.42,2.27,3.38,1256.73,187.4,0.85
TRAIN_22896,7,2,오전,16.91,291.12,14.64,86.5,987.43,19.3,16.69,2.61,10.58,1178.28,212.0,1.05
TRAIN_22897,12,6,오후,-3.01,269.66,-4.75,87.7,1006.35,4.89,4.29,0.6,2.66,1295.6,4.27,0.23
TRAIN_22898,10,10,오후,9.1,282.56,4.26,71.6,996.25,11.57,8.28,3.29,5.19,1225.68,181.2,0.63
TRAIN_22899,8,28,오후,33.05,307.47,14.75,33.27,985.8,50.51,16.8,33.7,10.67,1114.27,197.0,0.93
TRAIN_22900,11,28,저녁,-1.76,270.96,-4.43,81.9,1005.74,5.37,4.4,0.97,2.72,1288.81,5.72,0.52
TRAIN_22901,10,7,저녁,8.83,282.53,6.99,88.2,993.3,11.36,10.02,1.34,6.3,1222.41,216.5,0.5
TRAIN_22902,4,7,오후,10.9,285.43,1.67,52.79,983.29,13.06,6.89,6.16,4.37,1202.68,209.5,5.94
TRAIN_22903,6,4,오후,21.61,295.95,16.76,73.9,986.16,25.86,19.11,6.75,12.14,1156.91,203.2,0.95
TRAIN_22904,4,7,오전,7.2,281.67,3.78,78.8,983.83,10.17,8.01,2.16,5.08,1218.69,297.9,2.9
TRAIN_22905,12,17,오전,-4.95,267.5,-6.0,92.3,1009.26,4.22,3.9,0.33,2.41,1308.95,202.0,1.09
TRAIN_22906,1,3,새벽,-2.9,271.1,-4.2,90.7,989.23,4.93,4.47,0.46,2.82,1272.91,29.92,3.61
TRAIN_22907,1,2,저녁,0.32,274.32,-1.73,86.0,989.33,6.25,5.38,0.88,3.39,1257.62,44.89,1.76
TRAIN_22908,7,4,오후,22.7,296.45,8.33,39.75,993.06,27.63,10.98,16.65,6.91,1164.39,98.5,1.74
TRAIN_22909,1,26,오후,10.58,284.14,6.38,75.2,995.12,12.78,9.61,3.17,6.03,1217.29,207.5,6.28
TRAIN_22910,7,14,새벽,12.61,286.83,11.41,92.4,987.08,14.62,13.51,1.11,8.56,1197.05,338.8,0.54
TRAIN_22911,1,25,오후,10.28,283.46,7.91,85.2,999.75,12.53,10.67,1.85,6.67,1223.78,207.9,0.52
TRAIN_22912,4,3,오전,6.73,280.92,3.45,79.5,987.32,9.85,7.83,2.02,4.95,1225.15,215.8,1.12
TRAIN_22913,7,9,오전,20.54,294.33,10.98,54.19,992.54,24.21,13.12,11.09,8.26,1171.38,258.8,3.85
TRAIN_22914,1,3,오후,-0.08,274.42,-4.06,74.4,983.0,6.07,4.52,1.55,2.86,1251.81,173.2,2.56
TRAIN_22915,9,17,저녁,14.67,289.02,13.67,93.7,985.69,16.72,15.67,1.05,9.95,1185.81,21.21,3.36
TRAIN_22916,6,23,저녁,25.68,299.56,16.22,55.89,991.58,33.04,18.46,14.57,11.66,1147.76,201.9,2.71
TRAIN_22917,10,11,새벽,5.06,278.66,4.37,95.3,994.41,8.76,8.35,0.41,5.24,1241.17,228.1,0.76
TRAIN_22918,6,3,새벽,13.87,288.29,12.79,93.2,984.83,15.87,14.79,1.08,9.4,1188.47,215.7,0.73
TRAIN_22919,6,13,새벽,13.93,288.8,13.03,94.3,979.47,15.94,15.03,0.91,9.6,1181.61,258.6,0.98
TRAIN_22920,12,29,오전,2.6,274.61,1.44,92.0,1014.77,7.37,6.78,0.59,4.17,1278.68,245.6,0.45
TRAIN_22921,4,14,오후,12.74,287.1,5.63,61.88,985.47,14.74,9.12,5.62,5.78,1196.56,322.9,1.67
TRAIN_22922,5,3,새벽,4.53,278.39,2.48,86.5,991.23,8.45,7.3,1.14,4.6,1240.04,130.6,0.37
TRAIN_22923,10,30,저녁,8.53,281.44,7.61,93.9,1003.09,11.13,10.45,0.68,6.51,1235.61,246.2,1.62
TRAIN_22924,12,25,오후,8.79,282.28,5.5,79.8,995.88,11.33,9.04,2.29,5.67,1226.22,245.7,2.24
TRAIN_22925,1,18,저녁,-6.56,267.17,-9.02,82.5,992.56,3.73,3.08,0.65,1.93,1295.42,3.43,0.17
TRAIN_22926,3,24,새벽,4.72,279.16,-0.09,70.9,984.02,8.56,6.07,2.49,3.84,1230.73,250.8,2.31
TRAIN_22927,6,25,오후,27.36,302.08,19.22,61.18,982.03,36.47,22.31,14.16,14.25,1128.58,355.1,1.47
TRAIN_22928,7,25,오후,25.92,299.86,16.33,55.5,990.94,33.51,18.6,14.91,11.76,1146.03,230.5,2.78
TRAIN_22929,9,5,오전,13.47,287.57,11.92,90.3,988.58,15.47,13.97,1.5,8.83,1195.07,228.7,1.7
TRAIN_22930,3,24,새벽,3.75,278.16,-0.66,72.8,984.35,8.0,5.82,2.17,3.69,1235.56,254.7,2.74
TRAIN_22931,3,30,오전,7.23,281.8,4.99,85.6,982.61,10.19,8.72,1.47,5.54,1216.71,183.1,1.63
TRAIN_22932,6,4,새벽,15.25,289.6,14.31,94.1,985.67,17.36,16.33,1.02,10.37,1183.1,346.2,0.5
TRAIN_22933,10,17,오전,4.9,278.31,4.76,99.0,996.86,8.67,8.58,0.09,5.37,1244.82,123.5,0.86
TRAIN_22934,7,26,저녁,23.03,296.82,15.78,63.68,992.6,28.19,17.95,10.24,11.33,1159.45,353.7,1.51
TRAIN_22935,12,29,새벽,3.47,275.47,1.97,89.9,1014.81,7.84,7.04,0.79,4.33,1274.61,138.8,0.62
TRAIN_22936,5,7,저녁,21.4,295.67,3.94,31.75,986.91,25.53,8.11,17.42,5.12,1163.54,82.4,3.39
TRAIN_22937,3,13,저녁,0.19,272.66,-2.97,79.2,1008.8,6.19,4.9,1.29,3.03,1283.29,68.38,3.19
TRAIN_22938,6,15,오전,16.37,291.64,11.32,72.0,974.94,18.65,13.42,5.22,8.61,1166.93,211.9,2.64
TRAIN_22939,11,27,새벽,-0.59,273.42,-0.67,99.4,989.25,5.85,5.82,0.04,3.67,1261.5,219.0,1.22
TRAIN_22940,7,9,저녁,24.51,298.43,11.91,45.31,991.18,30.81,13.96,16.85,8.81,1153.79,301.6,1.64
TRAIN_22941,5,15,저녁,9.15,283.15,1.55,58.87,989.62,11.61,6.83,4.78,4.31,1217.97,284.2,2.33
TRAIN_22942,9,18,저녁,12.58,286.68,10.18,85.3,988.62,14.59,12.45,2.14,7.87,1199.54,19.8,2.02
TRAIN_22943,2,6,저녁,5.2,279.71,2.38,81.9,983.21,8.85,7.25,1.6,4.6,1227.02,201.7,2.44
TRAIN_22944,2,11,오후,5.9,280.89,-1.45,59.08,977.46,9.3,5.49,3.8,3.5,1217.59,228.7,2.6
TRAIN_22945,11,20,새벽,2.9,277.41,1.22,88.7,983.08,7.52,6.67,0.85,4.23,1237.38,201.8,1.99
TRAIN_22946,4,27,오전,3.03,278.05,-1.63,71.3,976.83,7.6,5.42,2.18,3.46,1229.5,205.4,6.05
TRAIN_22947,3,31,새벽,6.93,281.26,5.93,93.3,985.56,9.98,9.31,0.67,5.9,1221.41,198.0,0.22
TRAIN_22948,4,10,저녁,5.42,279.41,2.84,83.4,989.65,8.99,7.49,1.49,4.72,1234.02,354.1,1.09
TRAIN_22949,10,3,저녁,10.4,283.6,8.97,90.8,999.56,12.63,11.47,1.16,7.17,1222.66,228.8,1.87
TRAIN_22950,5,18,오후,16.57,291.03,3.59,41.86,984.48,18.88,7.9,10.98,5.01,1180.11,209.3,2.91
TRAIN_22951,1,29,저녁,6.94,280.37,0.83,64.97,996.67,9.98,6.49,3.5,4.06,1236.52,212.7,6.18
TRAIN_22952,7,19,오전,21.63,295.14,14.0,61.82,995.89,25.89,16.01,9.88,10.06,1169.72,141.4,1.25
TRAIN_22953,3,8,저녁,-1.01,272.88,-3.01,86.2,990.71,5.67,4.89,0.78,3.08,1265.78,190.8,1.22
TRAIN_22954,12,11,저녁,6.13,279.96,3.23,81.6,991.67,9.44,7.71,1.74,4.85,1233.28,244.9,2.71
TRAIN_22955,9,23,오전,9.58,283.04,8.71,94.3,996.25,11.95,11.27,0.68,7.07,1222.22,201.8,0.61
TRAIN_22956,1,27,새벽,9.27,283.05,4.08,69.89,992.4,11.7,8.18,3.52,5.14,1220.25,217.1,3.09
TRAIN_22957,3,10,오후,3.42,277.05,2.04,90.6,994.11,7.81,7.08,0.73,4.44,1248.72,13.19,1.44
TRAIN_22958,7,2,오전,21.76,296.14,15.11,65.91,985.68,26.1,17.2,8.9,10.93,1156.61,207.3,3.71
TRAIN_22959,1,22,저녁,-4.64,268.52,-10.24,64.67,1000.08,4.33,2.8,1.53,1.74,1296.05,171.7,3.91
TRAIN_22960,3,28,오후,12.33,287.49,3.65,55.29,975.93,14.35,7.94,6.42,5.07,1187.19,179.5,7.39
TRAIN_22961,2,25,오후,2.18,276.49,-3.18,67.52,985.56,7.15,4.83,2.32,3.05,1244.62,278.7,1.83
TRAIN_22962,7,1,저녁,19.53,293.68,13.2,66.79,988.22,22.75,15.19,7.55,9.62,1169.35,236.1,3.5
TRAIN_22963,6,25,새벽,17.62,291.86,15.61,88.0,987.14,20.18,17.76,2.42,11.27,1174.57,225.7,1.24
TRAIN_22964,12,24,오전,4.59,277.94,2.24,84.7,997.61,8.48,7.18,1.3,4.49,1247.83,211.6,5.53
TRAIN_22965,6,7,오후,24.65,298.32,9.54,38.36,994.01,31.07,11.92,19.15,7.49,1157.47,65.25,3.36
TRAIN_22966,1,22,새벽,-12.48,260.36,-13.78,89.9,1004.35,2.34,2.1,0.24,1.3,1341.1,203.2,0.51
TRAIN_22967,8,17,저녁,13.29,287.48,8.54,72.9,987.57,15.29,11.14,4.14,7.05,1195.89,32.75,0.39
TRAIN_22968,1,12,오전,3.76,279.74,2.04,88.5,965.15,8.0,7.08,0.92,4.58,1210.78,204.9,0.92
TRAIN_22969,8,5,저녁,17.51,291.19,12.73,73.5,993.77,20.04,14.73,5.31,9.27,1184.33,256.4,3.41
TRAIN_22970,11,22,오후,10.77,285.05,6.35,74.1,986.36,12.94,9.59,3.35,6.07,1205.74,177.6,2.79
TRAIN_22971,7,8,저녁,19.98,294.06,13.42,65.92,989.09,23.39,15.42,7.97,9.75,1168.48,239.6,1.51
TRAIN_22972,7,20,오후,30.14,304.26,13.51,36.19,988.98,42.83,15.5,27.33,9.81,1129.18,27.55,1.53
TRAIN_22973,7,6,오전,12.77,286.72,8.4,74.7,990.44,14.77,11.04,3.74,6.96,1201.61,243.5,1.87
TRAIN_22974,4,10,오후,9.19,283.31,2.82,64.27,988.26,11.64,7.48,4.16,4.72,1215.82,70.7,5.25
TRAIN_22975,3,21,새벽,4.86,278.89,2.18,82.7,989.12,8.64,7.15,1.5,4.51,1236.0,245.3,1.23
